_0,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57,_58,_59,_60,_61,_62,_63
7802.2284,5224.536726,5119.600473,4581.703832,49.64876635,167.5857989,285.2805637,361.4872059,431.5228847,516.4048799,579.8353214,615.201593,677.6761764,715.3719312,730.5402111,790.5295693,761.6009454,707.7803332,618.8093406,507.862186,394.5478425,312.8785707,243.2878953,250.1999201,423.6567006,544.2104372,716.8856255,818.0770135,902.0870246,904.9425396,800.4211392,506.9299754,3264.627391,527.2428283,691.6509235,671.3635379,557.8548198,386.4000518,179.1786818,55.71355311,279.1146718,420.0011905,585.1922761,734.0245228,837.1343978,913.5972855,955.5364985,970.2164707,941.5949235,846.68353,680.624713,548.7968659,432.1504368,294.6353679,195.2434378,179.9388785,293.061427,426.8594616,568.2429058,663.6414695,743.4097121,0,8175,0
7802.2284,5224.536726,5119.600473,4581.703832,245.4587542,233.1372986,238.1344158,303.1996042,383.0117492,459.7434067,525.0904684,555.5609778,644.1839799,679.2760853,689.4903915,745.3656821,724.078725,671.8005656,602.5080912,507.1666393,407.2407151,279.6140197,279.6140197,214.1611543,380.0013158,523.3450105,664.2808141,768.4399781,840.3719415,853.0797149,757.7077273,476.3664556,3264.627391,502.5773572,650.2461073,629.2725959,514.9067877,352.1647342,153.1698404,55.90169944,290.299845,402.4040258,558.3636808,702.0007123,813.8034161,885.5868111,920.4048022,909.1017545,879.0199088,785.7798674,629.9817458,523.1376492,389.7717281,229.4013949,145.8800877,185.2997572,302.5028925,432.1400236,559.7946052,642.1121397,708.6783473,0,8175,0
7802.2284,5224.536726,5119.600473,4581.703832,235.1276249,228.7203533,252.2419473,303.726851,380.2578073,456.2477397,523.6878841,527.3196374,633.4611275,672.9115841,681.7074152,726.2079592,719.9951389,688.4714954,598.645137,490.8696365,391.0460331,305.4193838,219.8044586,211.1516043,366.9577632,507.3066134,646.5987937,749.4224443,839.3902549,832.7556664,737.2557223,474.6209014,3264.627391,499.6498774,643.729757,611.8373967,541.7647091,340.2704806,160.8601877,47.16990566,278.6844093,402.7964747,555.269304,696.2018385,798.4009018,872.5605996,897.9827393,916.6356964,875.5946551,771.4622479,636.4039598,517.969111,398.8483421,240.6595105,161.9413474,190.5885621,309.291125,434.3731115,560.5283222,644.4361877,720.8612904,0,8175,0
7802.2284,5224.536726,5119.600473,4581.703832,202.0742438,220.771375,263.5014231,318.6926419,388.9023014,459.1394124,520.7072114,545.1834554,617.0024311,650.8471403,667.089949,690.9138875,693.4854,658.3767918,569.5305084,472.3557981,382.0117799,300.1349696,218.3323155,209.6902477,364.2265778,488.0010246,622.9614755,724.9944827,806.2015877,807.8025749,715.3251009,462.7310234,3264.627391,495.1252367,627.8733949,625.6268856,534.8831648,355.4068092,173.6433126,23.53720459,245.3813359,369.542961,514.883482,652.6630065,765.0836556,839.8023577,883.5954957,894.145402,894.145402,766.5246245,641.3025807,526.5785791,416.1249812,270.7323401,173.0028901,169.4992625,268.0671558,390.3460004,511.2582518,594.4989487,665.0811981,0,8175,0
7802.2284,5224.536726,5119.600473,4581.703832,275.4850268,264.9169681,265.1131834,327.3606574,379.710416,441.8653641,517.4958937,514.8048174,604.8470881,627.0007974,644.9162736,721.4388401,667.9887724,621.2020605,578.1461753,490.368229,399.0613988,278.9265136,211.0213259,214.7673159,352.8654134,423.132367,625.5885229,728.3577418,786.506834,812.6899778,737.1404208,453.2769573,3264.627391,482.9451315,657.5173002,641.2643761,513.1568961,384.7661628,199.9649969,14.4222051,233.5743993,356.7884527,516.8713573,656.8302673,761.0164256,844.2493707,882.805188,878.8094219,839.7172143,798.8616902,617.170965,513.501704,400.312378,278.5821243,175.8237754,158.3982323,253.7124356,382.5767897,514.9485411,599.9633322,674.8547992,0,8175,0
7802.2284,5224.536726,5119.600473,4581.703832,156.1697794,199.2786993,263.0589288,325.2814166,389.8743387,455.781746,533.0150092,503.4570488,605.697119,629.5395142,642.9323448,741.3352818,689.237985,632.8506933,584.1232747,488.7586316,396.7631535,278.6000718,213.6000936,213.7755833,349.7256067,461.2602302,636.1965105,732.7769101,800.8451785,834.2691412,745.322078,452.1349356,3264.627391,485.1082353,656.347469,641.8286376,520.3229766,383.1305261,196.1555505,26.92582404,241.3731551,378.1137395,521.6291786,667.2008693,775.403121,849.2661538,890.1438086,888.8132537,857.2444226,797.927315,626.9944178,507.5687146,398.3616447,278.0953074,183.9836949,162.2621336,252.6915115,396.5476012,522.5064593,602.4923236,672.1621828,0,8175,0
7802.2284,5224.536726,5119.600473,4581.703832,276.4073082,268.5088453,277.7516877,349.6655545,433.7971876,490.7840666,556.6129715,577.6867663,657.664048,693.2712312,694.1015776,729.0438944,717.4677693,669.1076147,570.629477,470.9352397,376.6019118,279.062717,201.4869723,233.3623791,404.0309394,491.0743325,675.9423052,770.3155198,860.3632954,858.7444323,751.0878777,482.0840176,3264.627391,504.2231649,657.2769584,643.4353114,560.8154777,377.5778066,183.3493932,16.40121947,250.5114768,361.3488619,531.4329685,672.9635949,786.0025445,863.9542812,900.5026374,923.7732406,896.2700486,813.4893976,671.0767467,574.4649685,457.5904282,302.0595968,189.4967018,157.492857,241.4042253,360.2138254,489.3107397,569.0588722,640.2413607,0,8175,0
7802.2284,5224.536726,5119.600473,4581.703832,211.6246677,212.8097742,248.6463352,323.8024089,403.853934,485.2020198,566.7309767,607.8157616,664.2085516,691.6183919,700.8337891,795.7700673,737.143134,671.8407549,616.1566359,514.8640597,399.6761189,263.5298845,185.8278773,218.2338196,384.7934511,505.4512835,694.2636387,801.1042379,865.8059829,895.0810019,802.552179,486.3383596,3264.627391,514.2003501,699.5977416,667.5102995,538.8033036,390.1435633,189.1798086,52.88667129,272.398605,403.2096229,573.5477312,713.3540495,833.6246158,914.2001969,956.7220077,948.7744727,908.8740287,856.5938361,656.1440391,558.5158906,437.6528304,299.0468191,203.2264747,187.5446613,279.2006447,428.8507899,557.7544262,650.5359329,724.240982,0,8175,0
7802.2284,5224.536726,5119.600473,4581.703832,298.7189314,284.2551671,281.0409223,359.3438465,432.0196755,508.1102243,590.7622195,587.7227237,669.1375046,691.2018518,696.7101262,786.6244339,713.2972732,639.1752498,586.0759336,476.4955404,374.9733324,255.1901252,198.3380952,244.124968,413.8236339,512.7387249,713.4045136,807.4187266,878.6956242,899.3870135,795.9309015,483.3890772,3264.627391,509.7891721,688.5186998,671.8109853,546.6049762,401.1396266,207.6246613,24.59674775,240.4703724,383.3079702,548.7968659,687.0050946,806.2015877,885.5083286,929.5122377,935.6976007,909.2425419,869.0270422,683.8260013,572.5032751,463.146845,343.1413703,242.6684982,180.6488306,242.3922441,380.9383152,515.0349503,614.0293153,698.1697501,0,8175,0
7802.2284,5224.536726,5119.600473,4581.703832,24.41311123,142.2005626,260.4323329,345.8973836,442.1187623,525.9895436,588.1513411,628.7233096,699.9407118,749.08077,751.3993612,782.7036476,767.4535817,717.5966834,609.0664988,501.2434538,394.1788934,287.5691221,218.7624282,248.3646513,435.4870836,514.003891,731.0437743,834.4369359,921.9983731,909.8598793,796.9855708,516.344846,3264.627391,538.7773195,697.0222378,664.9751875,587.2052452,377.4930463,167.5470083,43.41658669,280.0714195,403.1500961,582.8181535,727.3513594,840.5200771,929.6585395,975.0943544,983.0208543,960.1354071,841.5444136,704.5033712,599.7082624,470.3456176,300.6476343,196.7561943,182.3321146,288.951553,424.750515,560.7289898,655.6256554,731.9214439,0,8175,0
